1283.00 1283.00 1283.00 1259.73 1268.47 1268.47 1259.73 1259.73 1268.47 1268.47
1362.92 1362.92 1362.92 1313.33 1335.04 1335.04 1313.33 1313.33 1335.04 1335.04
1455.13 1455.13 1455.13 1402.83 1411.73 1411.73 1402.83 1402.83 1411.73 1411.73
1543.69 1543.69 1543.69 1504.38 1492.16 1492.16 1504.38 1504.38 1492.16 1492.16
1657.68 1657.68 1657.68 1609.54 1591.95 1591.95 1609.54 1609.54 1591.95 1591.95
1757.45 1757.45 1757.45 1729.74 1693.40 1693.40 1729.74 1729.74 1693.40 1693.40
1844.81 1844.81 1844.81 1817.79 1794.01 1794.01 1817.79 1817.79 1794.01 1794.01
1934.25 1934.25 1934.25 1905.08 1875.42 1875.42 1905.08 1905.08 1875.42 1875.42
2004.99 2004.99 2004.99 1987.68 1934.84 1934.84 1987.68 1987.68 1934.84 1934.84
2046.30 2046.30 2046.30 2037.43 1970.88 1970.88 2037.43 2037.43 1970.88 1970.88
2052.57 2052.57 2052.57 2058.16 1964.26 1964.26 2058.16 2058.16 1964.26 1964.26
2021.62 2021.62 2021.62 2037.96 1954.37 1954.37 2037.96 2037.96 1954.37 1954.37
1984.13 1984.13 1984.13 1976.78 1904.34 1904.34 1976.78 1976.78 1904.34 1904.34
1911.65 1911.65 1911.65 1903.37 1834.34 1834.34 1903.37 1903.37 1834.34 1834.34
1821.80 1821.80 1821.80 1831.21 1744.73 1744.73 1831.21 1831.21 1744.73 1744.73
1716.51 1716.51 1716.51 1728.92 1670.60 1670.60 1728.92 1728.92 1670.60 1670.60
1594.94 1594.94 1594.94 1638.64 1573.95 1573.95 1638.64 1638.64 1573.95 1573.95
1489.55 1489.55 1489.55 1532.12 1477.95 1477.95 1532.12 1532.12 1477.95 1477.95
1400.63 1400.63 1400.63 1428.54 1369.37 1369.37 1428.54 1428.54 1369.37 1369.37
1324.66 1324.66 1324.66 1349.83 1289.71 1289.71 1349.83 1349.83 1289.71 1289.71
1269.28 1269.28 1269.28 1274.16 1246.11 1246.11 1274.16 1274.16 1246.11 1246.11
1261.24 1261.24 1261.24 1234.33 1217.80 1217.80 1234.33 1234.33 1217.80 1217.80
1257.07 1257.07 1257.07 1228.27 1199.43 1199.43 1228.27 1228.27 1199.43 1199.43
1265.90 1265.90 1265.90 1265.84 1220.76 1220.76 1265.84 1265.84 1220.76 1220.76
1308.56 1308.56 1308.56 1310.93 1274.13 1274.13 1310.93 1310.93 1274.13 1274.13
1385.19 1385.19 1385.19 1379.37 1336.50 1336.50 1379.37 1379.37 1336.50 1336.50
1484.59 1484.59 1484.59 1483.55 1425.80 1425.80 1483.55 1483.55 1425.80 1425.80
1578.05 1578.05 1578.05 1585.69 1532.97 1532.97 1585.69 1585.69 1532.97 1532.97
1695.61 1695.61 1695.61 1680.06 1628.78 1628.78 1680.06 1680.06 1628.78 1628.78
1812.79 1812.79 1812.79 1785.81 1734.41 1734.41 1785.81 1785.81 1734.41 1734.41
1894.35 1894.35 1894.35 1877.86 1833.88 1833.88 1877.86 1877.86 1833.88 1833.88
1963.36 1963.36 1963.36 1981.05 1917.00 1917.00 1981.05 1981.05 1917.00 1917.00
2015.08 2015.08 2015.08 2050.32 1988.14 1988.14 2050.32 2050.32 1988.14 1988.14
2035.79 2035.79 2035.79 2096.99 2019.23 2019.23 2096.99 2096.99 2019.23 2019.23
2039.58 2039.58 2039.58 2111.94 2041.35 2041.35 2111.94 2111.94 2041.35 2041.35
2009.84 2009.84 2009.84 2094.88 2008.82 2008.82 2094.88 2094.88 2008.82 2008.82
1955.03 1955.03 1955.03 2028.65 1963.31 1963.31 2028.65 2028.65 1963.31 1963.31
1903.89 1903.89 1903.89 1960.20 1894.38 1894.38 1960.20 1960.20 1894.38 1894.38
1829.72 1829.72 1829.72 1872.04 1810.20 1810.20 1872.04 1872.04 1810.20 1810.20
1725.06 1725.06 1725.06 1770.93 1691.71 1691.71 1770.93 1770.93 1691.71 1691.71
1607.94 1607.94 1607.94 1644.11 1579.58 1579.58 1644.11 1644.11 1579.58 1579.58
1525.53 1525.53 1525.53 1537.73 1472.58 1472.58 1537.73 1537.73 1472.58 1472.58
1444.73 1444.73 1444.73 1442.43 1378.78 1378.78 1442.43 1442.43 1378.78 1378.78
1381.29 1381.29 1381.29 1379.57 1299.52 1299.52 1379.57 1379.57 1299.52 1299.52
1314.31 1314.31 1314.31 1318.97 1239.04 1239.04 1318.97 1318.97 1239.04 1239.04
1288.46 1288.46 1288.46 1300.70 1203.63 1203.63 1300.70 1300.70 1203.63 1203.63
1269.61 1269.61 1269.61 1300.31 1200.90 1200.90 1300.31 1300.31 1200.90 1200.90
1311.16 1311.16 1311.16 1322.25 1223.83 1223.83 1322.25 1322.25 1223.83 1223.83
1354.28 1354.28 1354.28 1378.41 1273.49 1273.49 1378.41 1378.41 1273.49 1273.49
1427.95 1427.95 1427.95 1467.98 1354.98 1354.98 1467.98 1467.98 1354.98 1354.98
1537.34 1537.34 1537.34 1557.46 1440.37 1440.37 1557.46 1557.46 1440.37 1440.37
1650.59 1650.59 1650.59 1654.24 1525.96 1525.96 1654.24 1654.24 1525.96 1525.96
1731.68 1731.68 1731.68 1754.18 1629.65 1629.65 1754.18 1754.18 1629.65 1629.65
1831.87 1831.87 1831.87 1861.43 1723.46 1723.46 1861.43 1861.43 1723.46 1723.46
1918.41 1918.41 1918.41 1939.44 1792.85 1792.85 1939.44 1939.44 1792.85 1792.85
2011.48 2011.48 2011.48 2016.34 1856.56 1856.56 2016.34 2016.34 1856.56 1856.56
